,Smiles,MTB Standardized Residuals,Scaffold
215,BrC(C=C1)=CC=C1CN=[N+]=[N-],0.0727798331313469,c1ccccc1
216,O[C@@H]1CC2=CC=CC=C2[C@@H]1N=[N+]=[N-],-1.346340092247883,c1ccc2c(c1)CCC2
217,FC1=CC=C(CCN=[N+]=[N-])C=C1,0.7178276218570361,c1ccccc1
218,FC1=CC=C([C@H](N=[N+]=[N-])C)C=C1,0.90265918786705,c1ccccc1
219,OC1=CC=C(C(CN=[N+]=[N-])O)C=C1,-2.512644092005473,c1ccccc1
220,NC(C1=CC=CC(N=[N+]=[N-])=C1)=O,-0.0606933204757719,c1ccccc1
221,OC1=CC=C(CCN=[N+]=[N-])C=C1,-2.769242116320593,c1ccccc1
222,OC1=CC=C(C(N=[N+]=[N-])C)C=C1,-0.3566807335257734,c1ccccc1
223,COC1=CC(OC)=CC=C1CN=[N+]=[N-],-0.9687295176508468,c1ccccc1
224,OC1CC2=C(C=CC=C2)C1N=[N+]=[N-],-1.139914614584552,c1ccc2c(c1)CCC2
225,FC1=CC=C(C(N=[N+]=[N-])CCO)C=C1,-1.183006627857089,c1ccccc1
226,CC(C)(C)C(N=[N+]=[N-])C1=CC=CC=C1,0.8554454461630838,c1ccccc1
227,[N-]=[N+]=N[C@@H]1CCC2=C1C=CC=C2,0.1975085839011896,c1ccc2c(c1)CCC2
228,OCC(N=[N+]=[N-])CC1=CC=CC=C1,-1.775683680365763,c1ccccc1
229,ClC1=CC=C(C(N=[N+]=[N-])CCO)C=C1,-1.595090306976764,c1ccccc1
230,O=C([C@@H](C1=CC=CC=C1)N=[N+]=[N-])Cl,0.5296861497757945,c1ccccc1
231,[N-]=[N+]=NCCC1=CC(OCO2)=C2C=C1,-1.213390000629992,c1ccc2c(c1)OCO2
232,NC1=NC2=C(S1)C[C@H](N=[N+]=[N-])CC2,-0.8511012628992936,c1nc2c(s1)CCCC2
233,[N-]=[N+]=NCC1=CC=NN1,-1.179081627428759,c1cn[nH]c1
234,ClC1=CC=C(C(O)CN=[N+]=[N-])C=C1,-2.087623915976141,c1ccccc1
235,CC1=NN(C)C=C1CN=[N+]=[N-],-0.2800869071107109,c1cn[nH]c1
236,[N-]=[N+]=NCCCC1=CC=CC=C1,0.7800876586045131,c1ccccc1
237,[N-]=[N+]=NCC1=CN=CC=C1,-1.001570738337865,c1ccncc1
238,ClC1=CC(Cl)=C(CCN=[N+]=[N-])C=C1,0.9959533719922132,c1ccccc1
239,C[C@@H](C(C=C1)=CC=C1[N+]([O-])=O)N=[N+]=[N-],-0.431064511709567,c1ccccc1
240,OCCC(N=[N+]=[N-])C1=CC=CC=C1,-1.171667729537986,c1ccccc1
241,OC[C@@H](C1=CC=CC=C1)N=[N+]=[N-],-0.8887840076720228,c1ccccc1
242,OC[C@@H](CC1=CC=CC=C1)N=[N+]=[N-],-0.8635774195122979,c1ccccc1
243,ClC1=CC=C(CN=[N+]=[N-])C=C1,0.7916693493367056,c1ccccc1
244,CC[C@@H](N=[N+]=[N-])C1=CC=CC=C1,0.6409437784428523,c1ccccc1
245,BrC1=CC(CN=[N+]=[N-])=CC=C1,0.7272136985963972,c1ccccc1
246,CC(C)C1=C(N=[N+]=[N-])C(C(C)C)=CC=C1,0.9136106592229616,c1ccccc1
247,OC1=CC=CC=C1N=[N+]=[N-],-1.420546156583856,c1ccccc1
248,[N-]=[N+]=NCC1=NC=CN=C1,-0.470702148993167,c1cnccn1
249,O=C(C(C=C1)=CC(N=[N+]=[N-])=C1C)OC,1.074123039493342,c1ccccc1
250,[N-]=[N+]=N[C@H]1CCCN(CC2=CC=CC=C2)C1,-0.9506156941845272,c1ccc(CN2CCCCC2)cc1
251,OC([C@H](CCCCCC1)[C@H]1N=[N+]=[N-])=O,0.3115923264068475,C1CCCCCCC1
252,[N-]=[N+]=NCC1=CC=C(C2=CC=CC=C2)C=C1,-0.9932473646247236,c1ccc(-c2ccccc2)cc1
253,O=C(OC)C(CC1)(N=[N+]=[N-])CCN1CC2=CC=CC=C2,0.6388745115392073,c1ccc(CN2CCCCC2)cc1
254,CC(C)(OC(N(CCN=[N+]=[N-])C)=O)C,0.1767070137026899,
255,ClC1=C(CCN=[N+]=[N-])C=C(Cl)C=C1,0.8960742852615696,c1ccccc1
256,[N-]=[N+]=NCC1=NC2=CC=CC=C2S1,-0.8781005730184319,c1ccc2scnc2c1
257,ClC1=C(Cl)C=CC(C(C)N=[N+]=[N-])=C1,0.9335601478399348,c1ccccc1
258,C[C@H](CN=[N+]=[N-])C1=CC=CC=C1,0.8193756924935861,c1ccccc1
259,FC1=CC(O)=C(C=C1)N=[N+]=[N-],-1.452202552902884,c1ccccc1
260,OCC(CO)N=[N+]=[N-],0.8291385809795986,
261,ClC1=CC=CC=C1CCN=[N+]=[N-],1.060788383401125,c1ccccc1
262,FC1=CC(CN=[N+]=[N-])=CC=C1,1.142190908755737,c1ccccc1
263,[N-]=[N+]=N[C@@]12C[C@H](C[C@H]2C3)C[C@H]3C1,1.040136177748114,C1C2C[C@H]3C[C@@H]1C[C@@H]2C3
264,BrC1=CC=CC(CCN=[N+]=[N-])=C1,0.6738722319003515,c1ccccc1
265,CC1=CC=C(C)C=C1CN=[N+]=[N-],1.04607382850502,c1ccccc1
266,O=C(C)N(CC1)C2=C1C=CC(N=[N+]=[N-])=C2,-0.5059919524613741,c1ccc2c(c1)CCN2
267,O=C(CC(CN=[N+]=[N-])C1=CC=CC=C1)O,0.2325140227891365,c1ccccc1
268,CC(C)C(C=C1)=CC=C1CN=[N+]=[N-],0.9866820093859664,c1ccccc1
269,ClC1=CC=C(C(C)N=[N+]=[N-])C=C1,1.053984623081509,c1ccccc1
270,CCOC1=CC=C(CN=[N+]=[N-])C=C1,0.2452149746515011,c1ccccc1
271,CC(C)OC1=CC=C(N=[N+]=[N-])C=C1,0.8463665221340749,c1ccccc1
272,[N-]=[N+]=NC1CCNCC1,-0.248001260910274,C1CCNCC1
273,CS(CCN=[N+]=[N-])(=O)=O,0.2548284096184062,
274,CC(C)C[C@@H](N=[N+]=[N-])CO,-0.1092321694722554,
275,OC1(CN=[N+]=[N-])CC1,-0.3910753477018118,C1CC1
276,O=C(OC(C)(C)C)N1CC(CN=[N+]=[N-])C1,-1.323558802862922,C1CNC1
277,CC(C)(C)[Si](C)(C)OCCN=[N+]=[N-],0.1416304750717541,
278,OC1CC(N=[N+]=[N-])C1,-0.3161074038239811,C1CCC1
279,N#CCN=[N+]=[N-],0.8922589946134943,
280,OS(OCCN=[N+]=[N-])(=O)=O,0.5873554586131667,
281,COC([C@@H](N=[N+]=[N-])CC(OC)=O)=O,0.4484349691182273,
282,C[C@H](N=[N+]=[N-])C(N)=O,0.6777806548031626,
283,OCCCCCCN=[N+]=[N-],-2.065133102738702,
284,O=C(OC(C)(C)C)N1CCCC(CN=[N+]=[N-])C1,-1.071263162865575,C1CCNCC1
285,OC[C@@H](N=[N+]=[N-])[C@@H](C)CC,0.1669218631369747,
286,O=C(OC(C)(C)C)N1CCCC(N=[N+]=[N-])C1,-0.3220169709344707,C1CCNCC1
287,O=C(C1=CC(OC)=CC=C1OC)CN=[N+]=[N-],0.4045269379708082,c1ccccc1
288,O[C@]12C[C@@H](C3)C[C@@H](C[C@]3(N=[N+]=[N-])C2)C1,0.5611368885850506,C1C2CC3CC1CC(C2)C3
289,OC1(CCCC1)CN=[N+]=[N-],-0.4891940579340035,C1CCCC1
290,O=C(NCC(F)(F)F)CN=[N+]=[N-],-0.531846328887978,
291,CC(C)(C)OC(NC(CN=[N+]=[N-])C)=O,-1.330067693333822,
292,CC(C)(C)OC(NCC(C)N=[N+]=[N-])=O,-0.5712070372986969,
293,[N-]=[N+]=NC1CCSCC1,0.2894312197775932,C1CCSCC1
294,O[C@H]1C[C@@H](CN=[N+]=[N-])C1,-1.241183597297208,C1CCC1
295,OCC1(N=[N+]=[N-])CCCCC1,1.041952944608664,C1CCCCC1
296,FC1(F)CCC(CCN=[N+]=[N-])CC1,0.7709943141475263,C1CCCCC1
297,OCCCCCCCCN=[N+]=[N-],-2.314819914888415,
298,NC(C(C)N=[N+]=[N-])=O,0.5739486933491053,
299,OC(COCCOCCN=[N+]=[N-])=O,0.9531456707742164,
300,OCC1(COC1)N=[N+]=[N-],0.975193767593311,C1COC1
301,OC(C[C@H](N=[N+]=[N-])C(C)C)=O,0.7999160507237725,
302,O=C(CN=[N+]=[N-])N1CCCC1,0.0885568827575961,C1CCNC1
303,CCNC(CN=[N+]=[N-])=O,0.339669796097832,
304,OC([C@@H]1C[C@H](N=[N+]=[N-])CC1)=O,0.8304102235267344,C1CCCC1
305,OCCOCCOCCN=[N+]=[N-],-0.1379302353113597,
306,CCC(O)CN=[N+]=[N-],-0.2263059132356222,
307,N#CCCN=[N+]=[N-],0.426279109900312,
308,[N-]=[N+]=NCC1CCOCC1,0.4296241971907141,C1CCOCC1
309,OC(C)CCN=[N+]=[N-],-0.2789224534350794,
310,C[C@H](CCN=[N+]=[N-])CO,-0.6127252287501775,
311,O=C([C@@H](C)N=[N+]=[N-])N,0.6413757229671538,
312,CCC[C@H](N=[N+]=[N-])C(OCC)=O,1.061713651655375,
313,FC(F)(F)C(O)CN=[N+]=[N-],-0.1620709072680393,
314,[N-]=[N+]=NCCC1OCCO1,-0.1816176749310328,C1COCO1
315,OC([C@@H](C1)C[C@H]1N=[N+]=[N-])=O,0.5686567488569102,C1CCC1
316,CC(C)(C)OC[C@@H](N=[N+]=[N-])C(OC)=O,0.669124355071461,
317,O[C@H]1[C@@H](N=[N+]=[N-])CCCC1,0.0797132371041471,C1CCCCC1
318,CC(NCCCCCN=[N+]=[N-])=O,-1.687741574509836,
319,CCC(N=[N+]=[N-])C(OCC)=O,0.932447222766316,
320,O=C([C@@H](C(C)C)N=[N+]=[N-])N,-0.069500933614209,
321,NC([C@@H](N=[N+]=[N-])CC(C)C)=O,-0.6266905618813635,
322,CCCNCCCN=[N+]=[N-],-0.7854448419673797,
323,CC(C)(C)OC(CCN=[N+]=[N-])=O,0.8871432751825646,
324,OC([C@H]1CC[C@H](N=[N+]=[N-])CC1)=O,0.5250292283457835,C1CCCCC1
325,C[C@H](CN=[N+]=[N-])O,0.0420824109856542,
326,COC(C1(CC1)N=[N+]=[N-])=O,0.4305581125400742,C1CC1
327,[N-]=[N+]=NCC1CCCOC1,0.1910708342406876,C1CCOCC1
328,CC(C)C[C@H](N=[N+]=[N-])CO,-0.2641795709793845,
329,CCCCC(N=[N+]=[N-])C(OC)=O,0.6800674935628018,
330,O=C(OC)[C@H](CNC(OC(C)(C)C)=O)N=[N+]=[N-],-1.031148534353339,
331,CC(CCN=[N+]=[N-])CO,-0.9447549179042856,
332,OCCCN=[N+]=[N-],-0.2450766114988114,
333,O=C(OC)[C@H](N=[N+]=[N-])CC1CCCCC1,1.028864478084883,C1CCCCC1
334,O=C1[C@H](CCCCN1)N=[N+]=[N-],0.3715899806178414,O=C1CCCCCN1
335,OC[C@H](N=[N+]=[N-])C(N)=O,0.79111079104059,
336,O=C([C@@H](C1CCCCC1)N=[N+]=[N-])OC,1.097516309181601,C1CCCCC1
337,ClC[C@@H](O)CN=[N+]=[N-],-0.3273406372767001,
338,C[C@@H](N=[N+]=[N-])CC(O)=O,0.5846762961965661,
339,O=C([C@@H](CC)N=[N+]=[N-])N,0.1839018076604281,
340,OC(C)(C)CCCC(C)N=[N+]=[N-],-0.50001119154867,
341,CC(N=[N+]=[N-])C,0.6717209194952873,
342,O=C(CCCN=[N+]=[N-])OC(C)(C)C,0.6301644417713187,
343,O=C(C[C@@H](C(OC(C)(C)C)=O)N=[N+]=[N-])N,0.0963027454199855,
344,NC([C@H]([C@H](CC)C)N=[N+]=[N-])=O,-0.3228442988610426,
345,O[C@H](CO)CN=[N+]=[N-],0.3653259583578745,
346,CSCCN=[N+]=[N-],0.226836444260645,
347,OC[C@@H](CC)N=[N+]=[N-],0.3553058729824236,
348,O[C@H]1[C@H](N=[N+]=[N-])CCC1,0.1834656863794435,C1CCCC1
349,[N-]=[N+]=NCCN1CCOCC1,0.3815870375910259,C1COCCN1
350,CN1C(CCN=[N+]=[N-])CCC1,0.4642717045633942,C1CCNC1
351,OCC(N=[N+]=[N-])C(C)C,0.2829714692837216,
352,[N-]=[N+]=NC1CCOC1,0.9023237953762122,C1CCOC1
353,COC(OC)CN=[N+]=[N-],0.6839453408415133,
354,CCC(N=[N+]=[N-])CO,-0.1719810541078311,
355,CCOC(CCCN=[N+]=[N-])=O,-0.1405265928561235,
356,OC1CCC(N=[N+]=[N-])CC1,-0.2121557020088634,C1CCCCC1
357,OCCCCN=[N+]=[N-],-1.214852101682899,
358,CC(C)(C)OC(NCCN=[N+]=[N-])=O,-1.108891172907511,
359,COCCCN(CC1)CCC1N=[N+]=[N-],0.2622661307295191,C1CCNCC1
360,CC(O)(C)[C@H]1CC[C@H](N=[N+]=[N-])CC1,-1.081325485213787,C1CCCCC1
361,CCCCC(CC)COCCCN=[N+]=[N-],0.8821376230815562,
362,O[C@H](CO)[C@H]([C@@H]([C@H](CN=[N+]=[N-])O)O)O,0.1436308893637322,
363,CSCC[C@H](N=[N+]=[N-])C(OC)=O,-0.6475257672170838,
364,OCCN=[N+]=[N-],-0.48703718333568,
365,OCCNCCCN=[N+]=[N-],-1.697379310607707,
366,OCC(CO)(N=[N+]=[N-])CO,0.8580771031800548,
367,O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@H]1N=[N+]=[N-],0.8046389070132401,C1CCOCC1
368,OC[C@H](N=[N+]=[N-])C(C)C,-0.0981457921188276,
369,C[C@@H](O)[C@H](N=[N+]=[N-])C(N)=O,0.2940727884193289,
370,CC(C)[C@H](N=[N+]=[N-])C(N)=O,-0.5486933702053864,
371,[N-]=[N+]=NCC1CCNCC1,-2.317794325185564,C1CCNCC1
372,CC(CCO)(C)N=[N+]=[N-],0.8730538103846838,
373,O=C(O)C(CS)N=[N+]=[N-],0.6221902922658059,
374,OCC(O)CN=[N+]=[N-],-0.4775265736295717,
375,CCSCCN=[N+]=[N-],0.416647325675699,
376,CC1(C)NC(C)(C)CC(N=[N+]=[N-])C1,-0.7025972480326738,C1CCNCC1
377,CCOC(CCCCN=[N+]=[N-])=O,-0.639471484151277,
378,CC[C@H](N=[N+]=[N-])C(N)=O,-0.2908148932048438,
379,NC(C(C)(C)CN=[N+]=[N-])=O,-0.5879126948333289,
380,O=C(OCC)C1(CC1)N=[N+]=[N-],0.2261826723104103,C1CC1
381,O=C(C[C@@H](C(O)=O)N=[N+]=[N-])OC,0.6313059256968416,
382,O[C@@H]1CC[C@@H](N=[N+]=[N-])CC1,-0.7722592576603491,C1CCCCC1
383,CC(N=[N+]=[N-])CCO,-0.3307396878707995,
384,CS(N(CC1)CCC1N=[N+]=[N-])(=O)=O,-0.7017221046253245,C1CCNCC1
385,CNC(CN=[N+]=[N-])=O,-0.2858477047799603,
386,NC(CN=[N+]=[N-])=O,-0.2335612383438416,
387,O=C(N(C)C)CN=[N+]=[N-],-0.0751123323120526,
388,CC(NCCN=[N+]=[N-])=O,-0.7087242390650788,
389,CCOC(N(CC1)CCC1N=[N+]=[N-])=O,-0.537322714430665,C1CCNCC1
390,COC1=CC=CC(CN=[N+]=[N-])=C1OC,-1.310032980534265,c1ccccc1
391,[N-]=[N+]=NC1CCC2=C1C=CC=C2,0.7363411561137627,c1ccc2c(c1)CCC2
392,[N-]=[N+]=NC1COCCC1,0.3786437640835791,C1CCOCC1
393,CC([C@@H](C(OC)=O)N=[N+]=[N-])(C)C,0.8025474834528993,
394,CCOC(OCC)CN=[N+]=[N-],0.2410610390766735,
395,O=C(OC(C)(C)C)N(CC1)C[C@H]1N=[N+]=[N-],-0.6779420408471052,C1CCNC1
396,OCC(C)N=[N+]=[N-],0.0783551087287248,
397,OC[C@H](O)CN=[N+]=[N-],-0.2157103489056539,
398,CCCCN=[N+]=[N-],1.033885047572699,
399,OC(CC(C)CCN=[N+]=[N-])=O,0.3740976428102252,
400,CC(NCCCCN=[N+]=[N-])=O,-1.267015223043006,
401,CN(C)CCN=[N+]=[N-],0.3043599257563012,
402,CCCN=[N+]=[N-],0.8324764129142176,
403,O=C(NC1=CC=C(C=C1)[N+]([O-])=O)[C@H](CC(C)C)N=[N+]=[N-],-1.595645343126824,c1ccccc1
404,CN1CCC(N=[N+]=[N-])CC1,0.3230909244521213,C1CCNCC1
405,CC(N=[N+]=[N-])C1(C2)C[C@@H]3C[C@H]2C[C@H](C1)C3,0.8605501704928514,C1C2CC3CC1CC(C2)C3
406,COC(CCCCCCN=[N+]=[N-])=O,-0.3763190313138408,
407,O=S1(CCC(N=[N+]=[N-])C1)=O,0.3718700506151471,O=S1(=O)CCCC1
408,CN(CCCN=[N+]=[N-])C(OC(C)(C)C)=O,-1.124695422080471,
409,CCOC(CCN=[N+]=[N-])=O,0.0427602765577666,
410,COC(CCCN=[N+]=[N-])=O,-0.2636237155879014,
411,CC(C)(O)CN=[N+]=[N-],0.1152492235054382,
412,FC(F)(C1=CN=C(CN=[N+]=[N-])C(Cl)=C1)F,-1.31145609580747,c1ccncc1
413,CC(C)(C)OC(N1CCC(CN=[N+]=[N-])CC1)=O,-1.469093364001843,C1CCNCC1
414,FC1(F)CCC(N=[N+]=[N-])CC1,0.6521307779041351,C1CCCCC1
415,ClCCCN=[N+]=[N-],0.5575570008785414,
416,CC(C)(OC(CN=[N+]=[N-])=O)C,0.2997396771454661,
417,OCC(C)(C)CN=[N+]=[N-],-0.5031022583501326,
418,CCNCCCN=[N+]=[N-],-1.003397910596625,
419,[N-]=[N+]=NC1CCOCC1,0.5106432039829822,C1CCOCC1
420,CC(CO)(CO)N=[N+]=[N-],0.8778612630152967,
421,[N-]=[N+]=NCCCCN1CCCC1,-2.060307812677769,C1CCNC1
422,OCCOCCOCCOCCN=[N+]=[N-],-0.0890628853608627,
423,O=C(OCC)C1(N=[N+]=[N-])CCCCC1,0.8876357963568083,C1CCCCC1
424,OC1(CCC1)CN=[N+]=[N-],-0.7390426468495692,C1CCC1
425,CC(C)(OC(N(C1)CC1(N=[N+]=[N-])C)=O)C,0.4650646285509171,C1CNC1
426,COC(C[C@@H](C)N=[N+]=[N-])=O,0.4845122802853199,
427,NC(NCC(C)(N=[N+]=[N-])C)=O,0.742183618731876,
428,CC(C)(C)[C@@H](N=[N+]=[N-])C(O)=O,0.4803331500860599,
429,[N-]=[N+]=NCC1OCCO1,0.0289354061550158,C1COCO1
430,[N-]=[N+]=N[C@H]1CCOC1,0.6354037319767526,C1CCOC1
431,O=S(N1CCC(N=[N+]=[N-])C1)(C)=O,-0.2226443315129168,C1CCNC1
432,O=C(CN=[N+]=[N-])N1CCOCC1,-0.2576694620162593,C1COCCN1
433,O=C(O)CC(CC)N=[N+]=[N-],0.5777302147355154,
434,O=C(N)[C@H](C(C)(C)C)N=[N+]=[N-],0.0308593540261888,
435,O=C(C(C)(CN=[N+]=[N-])C)OCC,0.7796081351206532,
436,COC(OC)C(N=[N+]=[N-])C,0.4768179717583996,
437,[N-]=[N+]=NCCC1=CCCCC1,0.6555363301299542,C1=CCCCC1
438,CC(C)(C)C(CO)N=[N+]=[N-],0.4289071597722883,
439,CNCCCN=[N+]=[N-],-1.212421449536227,
440,CCCCN(CCCC)CCCN=[N+]=[N-],0.0790121275489496,
441,[N-]=[N+]=NC1CNCC1,-0.0178939432089845,C1CCNC1
442,CCOCCCN=[N+]=[N-],1.101809227229559,
443,[N-]=[N+]=NCCCN1CCOCC1,0.1177213013051009,C1COCCN1
444,[N-]=[N+]=NCCCN1CCCC1,-0.3110302299379672,C1CCNC1
445,CCCCOC([C@]1(N=[N+]=[N-])CCOC1)=O,0.967486000713246,C1CCOC1
446,O=C(OC)[C@@H](N=[N+]=[N-])C1CCCCC1,1.053935950104682,C1CCCCC1
447,OC[C@@H](N=[N+]=[N-])C(OC)=O,0.681315721102495,
448,O=C1[C@H](N=[N+]=[N-])CCO1,0.9820453821674756,O=C1CCCO1
449,O=C(OC)C1CCC(CN=[N+]=[N-])CC1,-0.9144351293184136,C1CCCCC1
450,O=C1[C@@H](N=[N+]=[N-])CCO1,1.01350005264521,O=C1CCCO1
451,COC([C@@H](CC1)CC[C@H]1CN=[N+]=[N-])=O,-0.9227694029601008,C1CCCCC1
452,CSCC[C@@H](N=[N+]=[N-])C(OC)=O,-0.0769951406582254,
453,C[C@H](O)[C@@H](N=[N+]=[N-])C(OC)=O,0.642048033501582,
454,O=C(OC)[C@@H](N=[N+]=[N-])CC1CCCCC1,0.8445685792097676,C1CCCCC1
455,O=C(OC)[C@H]1CC[C@@H](N=[N+]=[N-])CC1,0.9174787409306148,C1CCCCC1
456,CCOC(CN=[N+]=[N-])=O,0.4347825580943929,
457,COC([C@@H](C)N=[N+]=[N-])=O,0.6351245750412734,
458,O=C1C(N=[N+]=[N-])CCO1,0.8519308646755857,O=C1CCCO1
459,COC(C(N=[N+]=[N-])C(C)C)=O,0.7642347492144592,
460,O=C([C@H](CO)N=[N+]=[N-])OC,0.3928675115494996,
461,O=C(CC[C@H](C(OC)=O)N=[N+]=[N-])OC,-0.7499870300776567,
462,COC(CCC(N=[N+]=[N-])C(OC)=O)=O,-1.014156623232622,
463,CCOC([C@H](C)N=[N+]=[N-])=O,0.7291747342743664,
464,COC(C1(CCCC1)N=[N+]=[N-])=O,1.116356743839614,C1CCCC1
465,CC(C)[C@H](N=[N+]=[N-])C(OC(C)(C)C)=O,0.9782376818191671,
466,O=C([C@H](N=[N+]=[N-])C(C)C)OC,0.9787546332039532,
467,C[C@@H](C(OC)=O)N=[N+]=[N-],1.098334702817111,
468,CCOC([C@H](N=[N+]=[N-])CO)=O,-0.0838998307407376,
469,O=C(N1)C(N=[N+]=[N-])CCC1=O,0.6283198957400551,O=C1CCCC(=O)N1
470,OC[C@H](C(C)C)N=[N+]=[N-],-0.1713338860738374,
471,O=C(OC)CN=[N+]=[N-],0.4376192321201854,
472,C[C@@H](CC)[C@H](N=[N+]=[N-])C(OC)=O,0.8213002010919129,
473,COC(C(CO)N=[N+]=[N-])=O,0.289507196858182,
474,COC(C(C)(C)N=[N+]=[N-])=O,0.3382213878682298,
475,C[C@H](N=[N+]=[N-])C(OC(C)C)=O,0.9359573202987782,
476,C[C@@H](O)[C@H](N=[N+]=[N-])C(OC)=O,0.2259034388515817,
477,CCOC([C@H](CO)N=[N+]=[N-])=O,-0.0129611479954194,
478,O=C(C1(CCCCC1)N=[N+]=[N-])OC,1.277859867379544,C1CCCCC1
479,O=C(OC)[C@H]1C[C@H](N=[N+]=[N-])C1,0.3104795431276294,C1CCC1
